,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt
709,710,12/10/2012,4,1,12,0,1,1,2,0.43583299999999997,0.925,0.190308,329,4841,5170
710,711,12/11/2012,4,1,12,0,2,1,2,0.353333,0.5966670000000001,0.296037,282,5219,5501
711,712,12/12/2012,4,1,12,0,3,1,2,0.2975,0.538333,0.162937,310,5009,5319
712,713,12/13/2012,4,1,12,0,4,1,1,0.295833,0.485833,0.174129,425,5107,5532
713,714,12/14/2012,4,1,12,0,5,1,1,0.281667,0.642917,0.13122899999999998,429,5182,5611
714,715,12/15/2012,4,1,12,0,6,0,1,0.324167,0.650417,0.10635,767,4280,5047
715,716,12/16/2012,4,1,12,0,0,0,2,0.3625,0.83875,0.100742,538,3248,3786
716,717,12/17/2012,4,1,12,0,1,1,2,0.393333,0.907083,0.0982583,212,4373,4585
717,718,12/18/2012,4,1,12,0,2,1,1,0.410833,0.66625,0.221404,433,5124,5557
718,719,12/19/2012,4,1,12,0,3,1,1,0.3325,0.625417,0.184092,333,4934,5267
719,720,12/20/2012,4,1,12,0,4,1,2,0.33,0.667917,0.132463,314,3814,4128
720,721,12/21/2012,1,1,12,0,5,1,2,0.326667,0.556667,0.37438299999999997,221,3402,3623
721,722,12/22/2012,1,1,12,0,6,0,1,0.265833,0.44125,0.407346,205,1544,1749
722,723,12/23/2012,1,1,12,0,0,0,1,0.245833,0.515417,0.13308299999999998,408,1379,1787
723,724,12/24/2012,1,1,12,0,1,1,2,0.231304,0.791304,0.07723039999999999,174,746,920
724,725,12/25/2012,1,1,12,1,2,0,2,0.291304,0.734783,0.168726,440,573,1013
725,726,12/26/2012,1,1,12,0,3,1,3,0.243333,0.823333,0.316546,9,432,441
726,727,12/27/2012,1,1,12,0,4,1,2,0.25416700000000003,0.652917,0.35013299999999997,247,1867,2114
727,728,12/28/2012,1,1,12,0,5,1,2,0.253333,0.59,0.155471,644,2451,3095
728,729,12/29/2012,1,1,12,0,6,0,2,0.253333,0.7529170000000001,0.124383,159,1182,1341
729,730,12/30/2012,1,1,12,0,0,0,1,0.255833,0.483333,0.350754,364,1432,1796
730,731,12/31/2012,1,1,12,0,1,1,2,0.215833,0.5775,0.154846,439,2290,2729
